Invoice_number,Customer_id,Service_id,Agent_id,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Zone_area,Data_bought,Data_used,Billing_cycle,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,No_of_valid_days,Anomaly_type,Leakage
INV108599,CUST002693,SVC1532,AGT130,Paid,Plan Change,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-South,30,24.42,30,2024,11,17,2024,11,16,2024,12,16,31,No anomaly,No
INV101353,CUST007208,SVC9871,AGT059,Pending,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Rural-Zone,25,9.75,30,2025,8,22,2025,8,21,2025,9,20,31,No anomaly,No
INV100041,CUST002423,SVC3085,AGT050,Pending,Recharge,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-South,1000,382.28,31,2024,3,24,2024,3,20,2024,4,20,32,Usage mismatch,No
INV103147,CUST002767,SVC5494,AGT092,Pending,Renewal,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-A,1000,522.89,31,2023,11,2,2023,10,31,2023,12,1,32,No anomaly,No
INV104428,CUST001731,SVC7653,AGT027,Paid,New Connection,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Rural-Zone,75,43.72,30,2025,3,24,2025,3,20,2025,4,19,31,No anomaly,No
INV100735,CUST004842,SVC8993,AGT060,Pending,New Connection,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-A,1000,461.8,30,2025,7,3,2025,6,29,2025,7,29,31,No anomaly,No
INV102254,CUST001789,SVC6342,AGT098,Pending,Plan Change,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-North,100,26.66,28,2024,6,30,2024,6,28,2024,7,26,29,No anomaly,No
INV103338,CUST002963,SVC3604,AGT053,Paid,New Connection,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-East,1000,117.99,30,2024,7,16,2024,7,12,2024,8,11,31,No anomaly,No
INV102668,CUST002506,SVC6936,AGT149,Pending,Bill Payment,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Metro-B,40,26.44,30,2025,3,21,2025,3,16,2025,4,15,31,No anomaly,No
INV103457,CUST000057,SVC2377,AGT056,Pending,Bill Payment,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-West,1000,104.65,31,2025,2,4,2025,2,3,2025,3,6,32,No anomaly,No
INV108740,CUST007231,SVC9506,AGT026,Paid,Plan Change,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Metro-A,30,7.02,30,2024,6,7,2024,6,4,2024,7,4,31,No anomaly,No
INV108317,CUST003652,SVC7984,AGT042,Paid,Bill Payment,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-West,500,189.92,30,2025,6,4,2025,6,2,2025,7,2,31,No anomaly,No
INV102107,CUST006284,SVC5734,AGT001,Pending,Plan Change,Net Banking,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,283.32,30,2024,11,6,2024,11,4,2024,12,4,31,No anomaly,No
INV104932,CUST006007,SVC5454,AGT013,Paid,Plan Change,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Rural-Zone,150,77.16,30,2024,8,17,2024,8,14,2024,9,13,31,No anomaly,No
INV101812,CUST006531,SVC3370,AGT072,Paid,New Connection,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-West,40,20.59,30,2023,10,15,2023,10,14,2023,11,13,31,No anomaly,No
INV100268,CUST004890,SVC9827,AGT044,Pending,Renewal,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-North,100,50.57,30,2025,1,30,2025,1,25,2025,2,24,31,No anomaly,No
INV108454,CUST007752,SVC8824,AGT122,Paid,Bill Payment,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-A,500,324.06,30,2025,6,10,2025,6,7,2025,7,7,31,No anomaly,No
INV104571,CUST000103,SVC8405,AGT002,Pending,Recharge,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-South,150,16.32,28,2024,3,1,2024,2,28,2024,3,27,29,No anomaly,No
INV102042,CUST002689,SVC9669,AGT077,Pending,Renewal,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Rural-Zone,75,1.03,28,2025,4,23,2025,4,22,2025,5,20,29,No anomaly,No
INV103611,CUST007243,SVC5638,AGT136,Paid,Renewal,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Rural-Zone,1000,58.22,30,2024,4,3,2024,3,31,2024,4,30,31,No anomaly,No
INV100800,CUST001601,SVC4282,AGT052,Paid,New Connection,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Metro-B,50,20.05,30,2025,3,29,2025,3,24,2025,4,23,31,No anomaly,No
INV100707,CUST007983,SVC7513,AGT055,Paid,Recharge,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-South,5,4.14,30,2024,12,21,2024,12,17,2025,1,16,31,No anomaly,No
INV105518,CUST006710,SVC9923,AGT095,Pending,Renewal,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Circle-South,25,5.84,28,2023,10,14,2023,10,13,2023,11,10,29,No anomaly,No
INV101505,CUST002347,SVC4985,AGT043,Pending,Renewal,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-East,40,32.28,30,2024,1,21,2024,1,17,2024,2,16,31,No anomaly,No
INV101169,CUST001591,SVC1273,AGT086,Pending,Renewal,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Metro-B,30,28.03,30,2024,1,22,2024,1,17,2024,2,16,31,No anomaly,No
INV102551,CUST000394,SVC3319,AGT072,Paid,Plan Change,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Circle-North,200,27.82,30,2024,4,26,2024,4,22,2024,5,22,31,No anomaly,No
INV101602,CUST007834,SVC2374,AGT130,Paid,Recharge,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-North,15,10.31,30,2024,6,14,2024,6,10,2024,7,10,31,No anomaly,No
INV104066,CUST004565,SVC3686,AGT030,Paid,Renewal,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,Circle-South,75,54.35,30,2024,3,14,2024,3,10,2024,4,9,31,No anomaly,No
INV105412,CUST002321,SVC5079,AGT046,Pending,New Connection,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Metro-A,25,15.56,28,2024,7,14,2024,7,11,2024,8,8,29,No anomaly,No
INV101953,CUST006131,SVC1928,AGT045,Pending,Renewal,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Circle-North,40,9.47,31,2024,6,19,2024,6,16,2024,7,17,32,Usage mismatch,No
INV103126,CUST005408,SVC3699,AGT091,Pending,Recharge,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-North,200,136.5,31,2024,1,14,2024,1,13,2024,2,13,32,No anomaly,No
INV104962,CUST001897,SVC9228,AGT068,Paid,Bill Payment,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Metro-A,750,472.79,30,2023,10,3,2023,9,30,2023,10,30,31,No anomaly,No
INV103528,CUST006763,SVC6698,AGT131,Pending,New Connection,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-B,100,56.35,28,2025,1,7,2025,1,2,2025,1,30,29,No anomaly,No
INV104125,CUST006819,SVC5724,AGT027,Pending,Plan Change,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Metro-B,100,90.69,28,2023,10,28,2023,10,24,2023,11,21,29,No anomaly,No
INV102242,CUST005241,SVC1315,AGT029,Pending,Renewal,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Rural-Zone,500,143.68,30,2024,6,15,2024,6,13,2024,7,13,31,No anomaly,No
INV100065,CUST000763,SVC5820,AGT057,Pending,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Metro-B,750,564.96,31,2024,6,18,2024,6,14,2024,7,15,32,Usage mismatch,No
INV103411,CUST004951,SVC2546,AGT127,Pending,Plan Change,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Rural-Zone,10,0.35,31,2023,11,22,2023,11,18,2023,12,19,32,No anomaly,No
INV105487,CUST007642,SVC6237,AGT005,Pending,New Connection,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Metro-B,75,27.66,28,2024,4,28,2024,4,25,2024,5,23,29,No anomaly,No
INV103039,CUST006715,SVC3328,AGT109,Pending,Bill Payment,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,342.41,28,2024,9,13,2024,9,8,2024,10,6,29,No anomaly,No
INV101646,CUST003490,SVC4795,AGT139,Pending,Plan Change,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Rural-Zone,750,166.63,31,2023,9,21,2023,9,16,2023,10,17,32,No anomaly,No
INV100261,CUST004709,SVC7286,AGT109,Pending,Plan Change,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-West,15,8.5,31,2023,9,8,2023,9,4,2023,10,5,32,Usage mismatch,No
INV103017,CUST007940,SVC8658,AGT102,Pending,Plan Change,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-West,750,552.86,31,2024,2,2,2024,2,1,2024,3,3,32,Usage mismatch,No
INV103918,CUST005615,SVC6680,AGT145,Paid,Bill Payment,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Metro-B,25,3.54,30,2025,1,29,2025,1,24,2025,2,23,31,No anomaly,No
INV101778,CUST006224,SVC8843,AGT088,Pending,Plan Change,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,Circle-North,50,10.87,30,2024,8,24,2024,8,19,2024,9,18,31,No anomaly,No
INV102104,CUST001960,SVC5550,AGT106,Paid,Recharge,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-South,5,1.54,30,2025,5,26,2025,5,23,2025,6,22,31,No anomaly,No
INV101614,CUST003977,SVC8950,AGT109,Pending,Bill Payment,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Metro-B,40,21.74,31,2025,1,14,2025,1,12,2025,2,12,32,No anomaly,No
INV103569,CUST003873,SVC1858,AGT019,Pending,Plan Change,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-East,750,154.35,31,2024,11,13,2024,11,8,2024,12,9,32,No anomaly,No
INV100974,CUST003726,SVC6139,AGT044,Paid,Renewal,Debit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Metro-A,50,23.7,30,2024,3,11,2024,3,8,2024,4,7,31,No anomaly,No
INV101287,CUST002281,SVC1801,AGT103,Pending,Renewal,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Circle-East,75,61.15,30,2024,11,17,2024,11,15,2024,12,15,31,No anomaly,No
INV104774,CUST001203,SVC9510,AGT116,Pending,New Connection,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-North,5,4.3,28,2023,11,1,2023,10,30,2023,11,27,29,No anomaly,No
INV104753,CUST003206,SVC1713,AGT036,Pending,Bill Payment,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Circle-South,75,43.26,30,2024,12,26,2024,12,23,2025,1,22,31,No anomaly,No
INV102201,CUST002933,SVC1936,AGT043,Pending,Renewal,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-West,100,33.66,31,2024,4,23,2024,4,18,2024,5,19,32,No anomaly,No
INV100480,CUST007875,SVC6113,AGT083,Pending,Plan Change,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-West,200,73.93,31,2025,5,25,2025,5,23,2025,6,23,32,No anomaly,No
INV104401,CUST001392,SVC3557,AGT050,Pending,Bill Payment,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Metro-A,30,24.72,30,2024,5,26,2024,5,24,2024,6,23,31,No anomaly,No
INV105734,CUST004734,SVC5273,AGT033,Pending,New Connection,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Rural-Zone,10,5.4,31,2023,10,23,2023,10,19,2023,11,19,32,Usage mismatch,No
INV102197,CUST000861,SVC5907,AGT061,Paid,New Connection,Wallet,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Rural-Zone,30,16.58,30,2024,3,31,2024,3,29,2024,4,28,31,No anomaly,No
INV104557,CUST006636,SVC9733,AGT012,Pending,New Connection,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Metro-A,75,33.55,30,2024,10,4,2024,9,29,2024,10,29,31,No anomaly,No
INV103466,CUST000323,SVC8343,AGT122,Pending,Recharge,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-North,30,12.57,30,2023,9,16,2023,9,14,2023,10,14,31,No anomaly,No
INV100656,CUST001067,SVC2287,AGT109,Pending,New Connection,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-A,500,59.54,31,2024,8,24,2024,8,22,2024,9,22,32,No anomaly,No
INV104837,CUST003760,SVC3823,AGT099,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Metro-A,500,305.69,30,2024,12,31,2024,12,29,2025,1,28,31,No anomaly,No
INV104858,CUST004243,SVC5778,AGT096,Pending,Plan Change,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Metro-B,10,4.16,28,2023,9,21,2023,9,18,2023,10,16,29,No anomaly,No
INV105950,CUST006854,SVC5367,AGT149,Pending,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-East,500,301.99,28,2024,4,28,2024,4,26,2024,5,24,29,No anomaly,No
INV103988,CUST006157,SVC7827,AGT007,Pending,Bill Payment,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Rural-Zone,5,2.25,28,2025,4,4,2025,4,3,2025,5,1,29,No anomaly,No
INV100769,CUST001479,SVC7798,AGT007,Paid,Bill Payment,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-South,40,12.92,30,2024,6,26,2024,6,22,2024,7,22,31,No anomaly,No
INV101705,CUST001290,SVC2934,AGT118,Paid,Recharge,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,Rural-Zone,150,16.47,30,2023,9,2,2023,8,31,2023,9,30,31,No anomaly,No
INV100592,CUST001644,SVC7432,AGT046,Pending,Recharge,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Metro-B,15,13.96,28,2023,10,15,2023,10,14,2023,11,11,29,No anomaly,No
INV104281,CUST005887,SVC7881,AGT121,Pending,Bill Payment,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Metro-A,75,11.54,31,2023,11,23,2023,11,22,2023,12,23,32,No anomaly,No
INV102203,CUST006460,SVC3816,AGT005,Pending,Bill Payment,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Circle-South,500,64.11,28,2023,11,23,2023,11,19,2023,12,17,29,No anomaly,No
INV100888,CUST003499,SVC3756,AGT015,Pending,New Connection,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-South,200,180.58,31,2025,5,11,2025,5,9,2025,6,9,32,Usage mismatch,No
INV105235,CUST006315,SVC4059,AGT128,Pending,New Connection,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-North,750,49.44,28,2024,4,18,2024,4,15,2024,5,13,29,No anomaly,No
INV104808,CUST006752,SVC4550,AGT107,Paid,New Connection,Wallet,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,Circle-South,40,12.93,30,2025,3,19,2025,3,18,2025,4,17,31,No anomaly,No
INV104365,CUST003630,SVC8967,AGT122,Paid,New Connection,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,Circle-North,15,14.01,30,2025,3,7,2025,3,4,2025,4,3,31,No anomaly,No
INV101284,CUST007697,SVC2359,AGT130,Pending,Plan Change,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Rural-Zone,30,15.77,28,2024,11,24,2024,11,20,2024,12,18,29,No anomaly,No
INV103050,CUST003712,SVC8631,AGT065,Pending,Recharge,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Circle-East,1000,437.98,28,2025,7,3,2025,7,1,2025,7,29,29,No anomaly,No
INV102278,CUST007952,SVC6728,AGT016,Paid,Plan Change,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Metro-A,10,4.72,30,2024,5,16,2024,5,14,2024,6,13,31,No anomaly,No
INV104648,CUST006644,SVC8622,AGT070,Pending,Plan Change,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Metro-A,10,9.44,30,2024,4,22,2024,4,21,2024,5,21,31,No anomaly,No
INV104758,CUST002868,SVC1387,AGT118,Pending,Renewal,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-East,200,27.49,28,2024,10,14,2024,10,10,2024,11,7,29,No anomaly,No
INV100951,CUST004346,SVC6486,AGT047,Paid,Recharge,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-West,30,5.07,30,2024,12,1,2024,11,30,2024,12,30,31,No anomaly,No
INV103144,CUST004583,SVC7895,AGT051,Pending,Plan Change,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,Metro-B,75,46.74,28,2025,2,5,2025,2,4,2025,3,4,29,No anomaly,No
INV105939,CUST006523,SVC1121,AGT057,Paid,Bill Payment,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Metro-A,100,75.14,30,2024,4,28,2024,4,27,2024,5,27,31,No anomaly,No
INV101815,CUST001036,SVC1047,AGT148,Pending,Plan Change,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Rural-Zone,10,7.41,30,2024,12,7,2024,12,4,2025,1,3,31,No anomaly,No
INV102489,CUST001970,SVC3307,AGT065,Pending,Plan Change,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-North,15,9.62,28,2024,7,11,2024,7,10,2024,8,7,29,No anomaly,No
INV102192,CUST006528,SVC2602,AGT034,Pending,Plan Change,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,Circle-South,5,1.62,31,2024,8,20,2024,8,18,2024,9,18,32,Usage mismatch,No
INV105793,CUST001498,SVC3709,AGT015,Pending,Renewal,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,Circle-North,750,579.09,31,2025,4,2,2025,3,28,2025,4,28,32,No anomaly,No
INV103168,CUST001919,SVC6128,AGT031,Pending,Recharge,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Metro-B,40,22.23,31,2025,2,26,2025,2,23,2025,3,26,32,Usage mismatch,No
INV101009,CUST006628,SVC9123,AGT112,Pending,Bill Payment,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Metro-B,15,6.66,30,2025,7,4,2025,7,1,2025,7,31,31,No anomaly,No
INV105208,CUST000554,SVC1743,AGT092,Pending,Bill Payment,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Circle-North,15,1.07,31,2024,1,17,2024,1,12,2024,2,12,32,No anomaly,No
INV102423,CUST004640,SVC3321,AGT005,Pending,New Connection,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Circle-South,30,21.05,30,2024,4,2,2024,3,30,2024,4,29,31,No anomaly,No
INV100397,CUST004785,SVC5178,AGT002,Pending,Renewal,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Circle-West,150,18.53,28,2024,6,7,2024,6,2,2024,6,30,29,No anomaly,No
INV100403,CUST007768,SVC2572,AGT043,Pending,Bill Payment,Wallet,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,Metro-A,30,14.65,31,2023,12,6,2023,12,4,2024,1,4,32,No anomaly,No
INV102068,CUST000070,SVC1204,AGT029,Paid,Renewal,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Circle-East,10,2.21,30,2024,4,15,2024,4,12,2024,5,12,31,No anomaly,No
INV102007,CUST001144,SVC8515,AGT011,Paid,Recharge,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,Circle-North,30,4.67,30,2025,4,6,2025,4,5,2025,5,5,31,No anomaly,No
INV100273,CUST002645,SVC5646,AGT087,Paid,Bill Payment,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Metro-B,750,352.48,30,2023,12,25,2023,12,21,2024,1,20,31,No anomaly,No
INV102522,CUST002398,SVC9084,AGT119,Paid,Bill Payment,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,Circle-West,1000,748.05,30,2024,5,13,2024,5,11,2024,6,10,31,No anomaly,No
INV100272,CUST007119,SVC2526,AGT118,Pending,Renewal,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,Metro-A,1000,552.86,28,2024,1,16,2024,1,12,2024,2,9,29,No anomaly,No
INV103566,CUST005561,SVC7872,AGT145,Pending,Bill Payment,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Rural-Zone,10,5.28,28,2025,1,20,2025,1,19,2025,2,16,29,No anomaly,No
INV101468,CUST001811,SVC4965,AGT118,Paid,Bill Payment,Debit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,Metro-B,10,8.03,30,2024,7,13,2024,7,12,2024,8,11,31,No anomaly,No
INV100193,CUST001753,SVC4310,AGT138,Pending,Renewal,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,Circle-West,200,141.99,28,2024,10,29,2024,10,25,2024,11,22,29,No anomaly,No
INV102967,CUST001583,SVC9697,AGT078,Paid,Recharge,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,Circle-East,50,31.12,30,2024,1,7,2024,1,2,2024,2,1,31,No anomaly,No
INV102624,CUST007372,SVC2237,AGT083,Paid,Recharge,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,Circle-West,500,188.61,30,2024,7,27,2024,7,26,2024,8,25,31,No anomaly,No
INV104198,CUST006840,SVC5615,AGT026,Pending,Renewal,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,Metro-B,15,4.47,31,2025,6,15,2025,6,11,2025,7,12,32,Usage mismatch,No
INV102754,CUST000994,SVC5200,AGT134,Paid,Bill Payment,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,Rural-Zone,200,39.39,30,2024,11,29,2024,11,24,2024,12,24,31,No anomaly,No
INV103304,CUST003753,SVC3968,AGT111,Paid,Renewal,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,542.69,30,2025,7,31,2025,7,30,2025,8,29,31,No anomaly,No
INV102112,CUST000193,SVC1881,AGT022,Pending,Plan Change,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,Metro-B,500,202.57,30,2024,5,22,2024,5,21,2024,6,20,31,No anomaly,No
INV102972,CUST001551,SVC6191,AGT017,Paid,Recharge,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,Circle-South,25,10.06,30,2023,10,1,2023,9,27,2023,10,27,31,No anomaly,No
INV100213,CUST003658,SVC1797,AGT063,Paid,New Connection,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,Circle-South,100,56.42,30,2024,10,31,2024,10,30,2024,11,29,31,No anomaly,No
INV105474,CUST000163,SVC4909,AGT090,Paid,New Connection,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,Circle-West,5,0.58,30,2025,1,3,2024,12,30,2025,1,29,31,No anomaly,No
INV102978,CUST004865,SVC1914,AGT100,Pending,Plan Change,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,Circle-South,10,6.67,30,2024,5,28,2024,5,25,2024,6,24,31,No anomaly,No
INV101572,CUST001260,SVC7800,AGT028,Paid,Recharge,Debit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,Circle-West,750,150.9,30,2025,7,31,2025,7,30,2025,8,29,31,No anomaly,No
INV100600,CUST007905,SVC8361,AGT005,Pending,New Connection,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,Metro-A,150,71.2,28,2024,5,6,2024,5,5,2024,6,2,29,No anomaly,No
INV102929,CUST002408,SVC5512,AGT125,Pending,Bill Payment,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,Circle-East,100,50.08,31,2024,11,11,2024,11,9,2024,12,10,32,No anomaly,No
INV104154,CUST007334,SVC3326,AGT073,Pending,Recharge,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,Metro-B,25,0.45,30,2023,12,30,2023,12,27,2024,1,26,31,No anomaly,No
INV105359,CUST005034,SVC3021,AGT130,Pending,Recharge,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,Metro-A,40,30.76,30,2024,9,9,2024,9,6,2024,10,6,31,No anomaly,No
