Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle,No_of_valid_days,Leakage,Anomaly_type
INV106985,CUST006610,SVC5365,AGT061,23-06-2024,Paid,Renewal,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,9400.86,-3502.04,22-06-2024,22-07-2024,Circle-West,200,143.19,30,30,Yes,Excess payment
INV100731,CUST001542,SVC1439,AGT054,02-03-2024,Paid,Recharge,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,01-03-2024,31-03-2024,Metro-B,50,33.06,30,30,No,No anomaly
INV100536,CUST001461,SVC3643,AGT073,06-04-2024,Paid,Bill Payment,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,05-04-2024,03-05-2024,Circle-West,1000,103.44,28,28,No,No anomaly
INV102788,CUST004100,SVC6517,AGT103,12-11-2023,Pending,Renewal,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,0,824.82,09-11-2023,09-12-2023,Metro-B,15,6.67,30,30,No,No anomaly
INV106379,CUST005422,SVC8362,AGT003,14-07-2024,Paid,Recharge,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,17841.3,17841.3,0,09-07-2024,08-08-2024,Circle-North,1000,193.76,30,30,Yes,Missing charges
INV106724,CUST000265,SVC4106,AGT030,03-10-2024,Paid,Renewal,UPI,Business Basic,Enterprise,4999,899.82,5898.82,3310.15,3310.15,0,29-09-2024,29-10-2024,Circle-South,200,17.36,30,30,Yes,Missing charges
INV101889,CUST006666,SVC5684,AGT014,12-08-2025,Pending,Renewal,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,10-08-2025,07-09-2025,Circle-East,200,23.28,28,28,No,No anomaly
INV100880,CUST003471,SVC6237,AGT094,07-11-2023,Paid,Plan Change,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,06-11-2023,04-12-2023,Circle-West,200,160.95,28,28,No,No anomaly
INV100335,CUST001370,SVC4471,AGT050,23-06-2025,Paid,Plan Change,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,19-06-2025,19-07-2025,Circle-South,500,450.8,30,30,No,No anomaly
INV105912,CUST006790,SVC8209,AGT144,07-12-2023,Paid,Bill Payment,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,05-12-2023,02-01-2024,Circle-South,30,25.36,28,28,No,No anomaly
INV107815,CUST000224,SVC1790,AGT048,14-11-2024,Partial,New Connection,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,1176.96,1771.86,13-11-2024,13-12-2024,Circle-South,75,5.78,30,30,Yes,Under payment
INV109006,CUST002623,SVC2911,AGT033,22-10-2023,Paid,New Connection,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,19-10-2023,16-11-2023,Circle-West,5,12.07,28,28,Yes,Extra data usage
INV108087,CUST007403,SVC9767,AGT131,16-11-2023,Partial,Bill Payment,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,7238.71,2200.11,11-11-2023,12-12-2023,Metro-B,500,21.79,31,31,Yes,Under payment
INV108739,CUST007341,SVC3471,AGT050,21-09-2024,Paid,New Connection,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,16-09-2024,14-10-2024,Circle-West,200,21.17,28,32,Yes,Usage mismatch
INV104072,CUST003014,SVC5778,AGT061,15-06-2024,Pending,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,12-06-2024,13-07-2024,Circle-East,500,366.16,31,31,No,No anomaly
INV101574,CUST001755,SVC1328,AGT051,09-01-2024,Pending,Recharge,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0,2948.82,06-01-2024,03-02-2024,Circle-South,75,18.54,28,28,No,No anomaly
INV106363,CUST002061,SVC4215,AGT014,05-10-2023,Paid,Bill Payment,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,308.47,308.47,0,30-09-2023,31-10-2023,Circle-South,5,0.93,31,31,Yes,Missing charges
INV107074,CUST003291,SVC9097,AGT079,29-07-2025,Paid,Recharge,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1528.41,-349.59,24-07-2025,24-08-2025,Circle-North,25,21.17,31,31,Yes,Excess payment
INV100514,CUST004102,SVC8503,AGT144,24-09-2024,Paid,New Connection,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,20-09-2024,18-10-2024,Metro-B,200,35.42,28,28,No,No anomaly
INV105792,CUST002570,SVC5908,AGT045,30-06-2024,Pending,Renewal,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,29-06-2024,29-07-2024,Circle-North,50,26.18,30,30,No,No anomaly
INV105372,CUST002218,SVC1788,AGT138,13-09-2024,Paid,New Connection,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0,11-09-2024,12-10-2024,Metro-B,750,69.38,31,31,No,No anomaly
INV105856,CUST002238,SVC9981,AGT056,21-04-2024,Pending,Plan Change,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,18-04-2024,16-05-2024,Circle-North,10,0.8,28,28,No,No anomaly
INV101529,CUST003943,SVC5559,AGT022,18-11-2024,Pending,Renewal,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,13-11-2024,13-12-2024,Metro-A,25,12.13,30,30,No,No anomaly
INV108235,CUST003909,SVC6581,AGT056,13-07-2024,Paid,Bill Payment,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,11-07-2024,10-08-2024,Circle-East,200,70.19,30,30,Yes,Usage mismatch
INV101023,CUST000615,SVC5320,AGT085,06-04-2024,Paid,Bill Payment,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,05-04-2024,05-05-2024,Rural-Zone,30,26.99,30,30,No,No anomaly
INV103962,CUST007287,SVC7221,AGT126,05-03-2024,Pending,Plan Change,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0,1768.82,29-02-2024,28-03-2024,Circle-West,30,20.74,28,28,No,No anomaly
INV109070,CUST004682,SVC5172,AGT015,28-03-2025,Paid,Recharge,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,25-03-2025,22-04-2025,Circle-South,30,53.23,28,28,Yes,Extra data usage
INV102467,CUST000708,SVC8465,AGT040,19-02-2025,Pending,Recharge,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,17-02-2025,19-03-2025,Metro-B,1000,606.24,30,30,No,No anomaly
INV107818,CUST001774,SVC6492,AGT035,09-02-2025,Partial,Bill Payment,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,812.29,1546.53,04-02-2025,06-03-2025,Metro-B,50,44.66,30,30,Yes,Under payment
INV102286,CUST004030,SVC8746,AGT001,20-06-2025,Pending,New Connection,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0,824.82,19-06-2025,20-07-2025,Metro-A,15,0.67,31,31,No,No anomaly
INV106235,CUST004616,SVC2256,AGT126,21-04-2024,Paid,Bill Payment,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,5530.75,5530.75,0,18-04-2024,19-05-2024,Circle-South,500,283.06,31,31,Yes,Missing charges
INV106000,CUST002627,SVC6558,AGT067,01-11-2024,Paid,Bill Payment,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,27-10-2024,26-11-2024,Metro-A,15,6.52,30,30,Yes,Duplicate entries
INV101745,CUST004135,SVC3464,AGT119,09-12-2024,Pending,Recharge,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,04-12-2024,03-01-2025,Circle-West,1000,531.7,30,30,No,No anomaly
INV101311,CUST007280,SVC7342,AGT067,14-11-2024,Pending,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,12-11-2024,10-12-2024,Rural-Zone,500,297.95,28,28,No,No anomaly
INV100113,CUST004017,SVC8267,AGT019,25-01-2025,Pending,New Connection,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,21-01-2025,18-02-2025,Circle-East,50,32.59,28,28,No,No anomaly
INV104491,CUST003090,SVC1822,AGT140,04-02-2024,Pending,New Connection,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,30-01-2024,01-03-2024,Circle-South,1000,558.97,31,31,No,No anomaly
INV106022,CUST004440,SVC9959,AGT118,23-10-2023,Paid,Plan Change,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,8672.59,8672.59,0,20-10-2023,20-11-2023,Rural-Zone,750,348.8,31,31,Yes,Missing charges
INV102819,CUST003518,SVC8655,AGT077,01-07-2024,Pending,New Connection,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,28-06-2024,26-07-2024,Circle-East,150,36.58,28,28,No,No anomaly
INV108721,CUST000058,SVC4348,AGT034,28-06-2025,Paid,New Connection,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,23-06-2025,23-07-2025,Circle-South,200,54.95,30,30,Yes,Usage mismatch
INV101167,CUST003879,SVC9938,AGT027,02-09-2024,Pending,New Connection,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,29-08-2024,29-09-2024,Metro-A,200,93.16,31,31,No,No anomaly
INV102636,CUST007918,SVC8764,AGT003,04-06-2024,Paid,Recharge,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,01-06-2024,01-07-2024,Circle-South,15,11.12,30,30,No,No anomaly
INV100846,CUST000491,SVC3253,AGT096,05-07-2025,Paid,Recharge,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,01-07-2025,31-07-2025,Metro-B,30,17.66,30,30,No,No anomaly
INV107950,CUST007029,SVC6061,AGT001,20-06-2025,Partial,Plan Change,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,6351.04,3087.78,18-06-2025,18-07-2025,Metro-B,500,435.52,30,30,Yes,Under payment
INV102134,CUST007700,SVC6812,AGT014,22-07-2024,Paid,Bill Payment,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,18-07-2024,18-08-2024,Metro-A,200,144.51,31,31,No,No anomaly
INV109138,CUST000244,SVC2928,AGT033,05-07-2024,Paid,Recharge,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,30-06-2024,28-07-2024,Metro-B,150,258.16,28,28,Yes,Extra data usage
INV103044,CUST001838,SVC1407,AGT123,16-07-2025,Paid,New Connection,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,15-07-2025,14-08-2025,Metro-B,40,32.3,30,30,No,No anomaly
INV101706,CUST003135,SVC7597,AGT027,12-07-2024,Paid,Plan Change,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,11-07-2024,10-08-2024,Metro-A,500,55.07,30,30,No,No anomaly
INV108920,CUST002440,SVC1000,AGT104,21-09-2023,Paid,Bill Payment,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,20-09-2023,18-10-2023,Metro-B,150,250.47,28,28,Yes,Extra data usage
INV100720,CUST006386,SVC7592,AGT073,01-08-2024,Paid,Plan Change,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,31-07-2024,30-08-2024,Circle-North,150,23.22,30,30,No,No anomaly
INV108984,CUST005599,SVC2340,AGT111,06-12-2024,Paid,Recharge,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0,05-12-2024,04-01-2025,Metro-B,750,959.98,30,30,Yes,Extra data usage
INV109142,CUST006307,SVC9597,AGT039,30-01-2025,Paid,Plan Change,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,26-01-2025,26-02-2025,Metro-B,15,19.87,31,31,Yes,Extra data usage
INV105680,CUST000555,SVC3831,AGT066,08-03-2024,Paid,Renewal,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,06-03-2024,05-04-2024,Circle-West,1000,176.79,30,30,No,No anomaly
INV107165,CUST004256,SVC4005,AGT016,09-01-2025,Paid,New Connection,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,1478.6,-653.78,08-01-2025,08-02-2025,Circle-West,15,10.98,31,31,Yes,Excess payment
INV105486,CUST006245,SVC4659,AGT142,02-12-2024,Paid,Plan Change,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,30-11-2024,30-12-2024,Circle-South,25,12.09,30,30,No,No anomaly
INV108562,CUST005416,SVC3539,AGT043,13-04-2024,Paid,Recharge,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,09-04-2024,10-05-2024,Circle-North,100,44.21,31,22,Yes,Usage mismatch
INV103165,CUST004866,SVC6822,AGT066,06-01-2024,Pending,Renewal,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,05-01-2024,05-02-2024,Circle-West,1000,770.74,31,31,No,No anomaly
INV100201,CUST002033,SVC1111,AGT067,01-01-2024,Pending,Recharge,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0,470.82,30-12-2023,29-01-2024,Circle-South,5,1.54,30,30,No,No anomaly
INV102831,CUST002076,SVC9861,AGT060,06-11-2023,Paid,Bill Payment,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0,03-11-2023,03-12-2023,Circle-North,10,9.15,30,30,No,No anomaly
INV103032,CUST007983,SVC6065,AGT068,20-06-2025,Paid,Renewal,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,17-06-2025,15-07-2025,Circle-North,5,0.92,28,28,No,No anomaly
INV106000,CUST002717,SVC6809,AGT070,07-03-2024,Paid,Plan Change,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,05-03-2024,05-04-2024,Metro-B,200,137.56,31,31,Yes,Duplicate entries
INV105012,CUST002792,SVC1279,AGT004,17-02-2024,Paid,Plan Change,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,14-02-2024,15-03-2024,Circle-North,5,3.18,30,30,No,No anomaly
INV104720,CUST000796,SVC6823,AGT117,19-05-2025,Paid,Bill Payment,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,17-05-2025,16-06-2025,Metro-A,30,21.16,30,30,No,No anomaly
INV100588,CUST000279,SVC1388,AGT024,21-11-2023,Pending,New Connection,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,19-11-2023,17-12-2023,Circle-West,150,35.9,28,28,No,No anomaly
INV106000,CUST005033,SVC5728,AGT104,19-04-2024,Paid,New Connection,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,14-04-2024,14-05-2024,Circle-South,150,57.41,30,30,Yes,Duplicate entries
INV106000,CUST000974,SVC5827,AGT057,15-10-2023,Paid,Plan Change,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,12-10-2023,09-11-2023,Metro-A,500,327.11,28,28,Yes,Duplicate entries
INV105371,CUST000374,SVC3156,AGT049,06-10-2023,Paid,Renewal,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,05-10-2023,04-11-2023,Circle-North,200,54.19,30,30,No,No anomaly
INV106504,CUST001065,SVC1155,AGT093,26-08-2025,Paid,Bill Payment,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,1023.11,1023.11,0,25-08-2025,22-09-2025,Rural-Zone,15,5.95,28,28,Yes,Missing charges
INV107257,CUST001461,SVC2086,AGT078,09-08-2024,Paid,Plan Change,Auto Debit,Basic Starter,Prepaid,399,71.82,470.82,470.82,700.34,-229.52,08-08-2024,08-09-2024,Circle-East,5,0.42,31,31,Yes,Excess payment
INV103972,CUST004702,SVC5051,AGT056,19-11-2024,Paid,New Connection,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,18-11-2024,16-12-2024,Metro-B,500,312.01,28,28,No,No anomaly
INV106623,CUST003980,SVC5239,AGT141,29-01-2025,Paid,Bill Payment,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,2585.28,2585.28,0,25-01-2025,24-02-2025,Metro-B,30,18.72,30,30,Yes,Missing charges
INV106621,CUST004043,SVC5023,AGT002,14-07-2025,Paid,Renewal,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,7200.51,7200.51,0,12-07-2025,09-08-2025,Circle-North,200,100.09,28,28,Yes,Missing charges
INV100894,CUST001700,SVC2922,AGT047,20-06-2024,Paid,Bill Payment,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0,15-06-2024,15-07-2024,Metro-B,750,536.87,30,30,No,No anomaly
INV100056,CUST005340,SVC1659,AGT008,24-06-2024,Paid,Plan Change,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,22-06-2024,20-07-2024,Rural-Zone,200,148.43,28,28,No,No anomaly
INV102200,CUST003535,SVC9072,AGT098,23-04-2025,Pending,Bill Payment,Debit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,18-04-2025,16-05-2025,Metro-B,200,93.6,28,28,No,No anomaly
INV102856,CUST006531,SVC7696,AGT045,23-12-2024,Pending,Bill Payment,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0,5898.82,21-12-2024,18-01-2025,Metro-A,200,107.8,28,28,No,No anomaly
INV100487,CUST003682,SVC5844,AGT068,10-03-2024,Paid,Bill Payment,UPI,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0,08-03-2024,08-04-2024,Circle-South,40,20.18,31,31,No,No anomaly
INV100844,CUST006240,SVC6209,AGT124,15-07-2024,Pending,New Connection,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0,11798.82,13-07-2024,13-08-2024,Metro-A,750,124.92,31,31,No,No anomaly
INV109117,CUST007801,SVC9185,AGT128,20-09-2023,Paid,Bill Payment,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,17-09-2023,18-10-2023,Metro-B,30,48.03,31,31,Yes,Extra data usage
INV107358,CUST006758,SVC2690,AGT122,11-02-2024,Paid,Plan Change,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,27377.87,-12039.05,06-02-2024,07-03-2024,Circle-North,1000,921.61,30,30,Yes,Excess payment
INV109131,CUST004212,SVC2454,AGT071,06-06-2025,Paid,Recharge,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,05-06-2025,03-07-2025,Rural-Zone,500,563.4,28,28,Yes,Extra data usage
INV103349,CUST005532,SVC6547,AGT004,01-07-2025,Pending,Renewal,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0,15338.82,28-06-2025,26-07-2025,Circle-East,1000,368.3,28,28,No,No anomaly
INV105522,CUST005601,SVC1522,AGT113,07-10-2023,Paid,Bill Payment,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,02-10-2023,02-11-2023,Circle-East,75,35.49,31,31,No,No anomaly
INV104313,CUST005911,SVC1327,AGT103,15-07-2025,Pending,Plan Change,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,10-07-2025,09-08-2025,Circle-West,150,134.95,30,30,No,No anomaly
INV101752,CUST002118,SVC7474,AGT123,02-09-2024,Pending,Plan Change,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0,9438.82,01-09-2024,02-10-2024,Circle-East,500,65.29,31,31,No,No anomaly
INV109140,CUST005025,SVC8247,AGT013,27-03-2024,Paid,New Connection,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,26-03-2024,26-04-2024,Circle-West,30,69.95,31,31,Yes,Extra data usage
INV105655,CUST001781,SVC6967,AGT086,15-04-2024,Paid,Plan Change,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,14-04-2024,15-05-2024,Metro-A,1000,134.06,31,31,No,No anomaly
INV105725,CUST002888,SVC4091,AGT078,27-06-2024,Pending,Recharge,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0,706.82,22-06-2024,22-07-2024,Circle-North,10,3.87,30,30,No,No anomaly
INV105835,CUST002221,SVC6748,AGT032,10-06-2025,Pending,Bill Payment,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0,4718.82,08-06-2025,09-07-2025,Circle-South,150,36.26,31,31,No,No anomaly
INV104240,CUST003830,SVC1834,AGT081,22-11-2024,Paid,Bill Payment,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0,19-11-2024,17-12-2024,Metro-B,500,135.2,28,28,No,No anomaly
INV103860,CUST004342,SVC7490,AGT085,12-09-2023,Pending,Recharge,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,07-09-2023,05-10-2023,Metro-B,25,21.74,28,28,No,No anomaly
INV100114,CUST004894,SVC9692,AGT076,30-12-2023,Pending,Recharge,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,27-12-2023,26-01-2024,Circle-East,50,18.09,30,30,No,No anomaly
INV101722,CUST000350,SVC9919,AGT004,08-08-2024,Paid,Bill Payment,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,04-08-2024,03-09-2024,Rural-Zone,25,10.07,30,30,No,No anomaly
INV104601,CUST005204,SVC1732,AGT104,04-08-2025,Paid,Renewal,Auto Debit,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,30-07-2025,30-08-2025,Metro-A,50,7.91,31,31,No,No anomaly
INV109337,CUST007518,SVC9822,AGT095,29-06-2025,Paid,Bill Payment,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,24-06-2025,25-07-2025,Circle-North,150,214.32,31,31,Yes,Extra data usage
INV106000,CUST006992,SVC4807,AGT130,14-03-2025,Paid,Recharge,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,13-03-2025,13-04-2025,Circle-South,100,28.75,31,31,Yes,Duplicate entries
INV103673,CUST003218,SVC5466,AGT076,10-09-2023,Paid,New Connection,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,08-09-2023,09-10-2023,Circle-East,50,30.89,31,31,No,No anomaly
INV108586,CUST001968,SVC5130,AGT020,22-04-2025,Paid,New Connection,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,20-04-2025,18-05-2025,Circle-South,200,63,28,18,Yes,Usage mismatch
INV106000,CUST002079,SVC3683,AGT143,18-01-2024,Paid,Plan Change,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0,15-01-2024,12-02-2024,Circle-West,30,22.25,28,28,Yes,Duplicate entries
INV109195,CUST003366,SVC4937,AGT001,11-12-2023,Paid,Bill Payment,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,10-12-2023,10-01-2024,Circle-West,1000,2105.4,31,31,Yes,Extra data usage
INV102056,CUST006868,SVC9324,AGT062,14-06-2024,Paid,Recharge,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0,09-06-2024,10-07-2024,Metro-B,150,94.05,31,31,No,No anomaly
INV102990,CUST001313,SVC9029,AGT111,29-02-2024,Pending,Plan Change,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0,1178.82,28-02-2024,30-03-2024,Circle-South,25,16.19,31,31,No,No anomaly
INV103418,CUST000027,SVC2114,AGT072,22-09-2024,Paid,Bill Payment,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0,17-09-2024,17-10-2024,Rural-Zone,50,20.71,30,30,No,No anomaly
INV103131,CUST000324,SVC2511,AGT075,19-02-2025,Paid,Bill Payment,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0,17-02-2025,19-03-2025,Circle-North,75,70.82,30,30,No,No anomaly
INV107011,CUST003873,SVC2136,AGT122,01-04-2024,Paid,Recharge,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,4533.92,-1585.1,29-03-2024,26-04-2024,Circle-South,75,66.14,28,28,Yes,Excess payment
INV109145,CUST001530,SVC8918,AGT015,13-09-2023,Paid,New Connection,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0,11-09-2023,11-10-2023,Circle-South,15,27.53,30,30,Yes,Extra data usage
INV101373,CUST004686,SVC4882,AGT023,08-12-2023,Pending,New Connection,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0,3538.82,06-12-2023,05-01-2024,Circle-West,100,6.17,30,30,No,No anomaly
INV106071,CUST004158,SVC2122,AGT138,24-08-2025,Paid,Recharge,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1470.34,1470.34,0,19-08-2025,16-09-2025,Circle-East,30,0.03,28,28,Yes,Missing charges
INV107173,CUST000195,SVC1376,AGT004,17-07-2024,Paid,New Connection,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,3622.98,-674.16,12-07-2024,09-08-2024,Circle-North,75,19.02,28,28,Yes,Excess payment
INV108534,CUST005534,SVC3372,AGT145,28-11-2023,Paid,Renewal,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0,26-11-2023,24-12-2023,Circle-East,5,0.6,28,41,Yes,Usage mismatch
INV103366,CUST003046,SVC4226,AGT021,26-12-2023,Paid,New Connection,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0,25-12-2023,25-01-2024,Circle-North,1000,31.74,31,31,No,No anomaly
INV100472,CUST001545,SVC7745,AGT144,16-02-2025,Paid,Recharge,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0,14-02-2025,17-03-2025,Metro-B,25,13.02,31,31,No,No anomaly
INV101616,CUST007069,SVC9660,AGT035,14-05-2025,Pending,Recharge,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0,11798.82,11-05-2025,10-06-2025,Metro-B,750,169.17,30,30,No,No anomaly
INV100326,CUST000615,SVC9962,AGT024,11-08-2024,Pending,Renewal,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0,2358.82,09-08-2024,06-09-2024,Circle-East,50,7.64,28,28,No,No anomaly
INV100076,CUST006494,SVC6039,AGT146,07-10-2024,Paid,Renewal,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0,05-10-2024,02-11-2024,Metro-A,100,5.67,28,28,No,No anomaly
INV100836,CUST003202,SVC3759,AGT020,16-04-2024,Paid,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0,13-04-2024,13-05-2024,Circle-North,200,101.58,30,30,No,No anomaly
