Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle,Invoice_Num_Int,Is_Duplicate,Billing_date_year,Billing_date_month,Billing_date_day,Plan_start_date_year,Plan_start_date_month,Plan_start_date_day,Plan_end_date_year,Plan_end_date_month,Plan_end_date_day,No_of_valid_days,Leakage,Anomaly_type
INV104820,CUST000589,SVC2654,AGT063,2024-03-08,Pending,Recharge,Credit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,2024-03-07,2024-04-04,Circle-South,5,0.27,28,104820,0,2024,3,8,2024,3,7,2024,4,4,29,No,No anomaly
INV104821,CUST005384,SVC2788,AGT035,2024-12-13,Pending,Plan Change,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-12-10,2025-01-09,Circle-North,50,14.46,30,104821,0,2024,12,13,2024,12,10,2025,1,9,31,No,No anomaly
INV104822,CUST001356,SVC6215,AGT084,2024-06-08,Pending,Plan Change,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2024-06-03,2024-07-03,Circle-East,200,128.89,30,104822,0,2024,6,8,2024,6,3,2024,7,3,31,No,No anomaly
INV104823,CUST002204,SVC2656,AGT040,2024-02-12,Pending,Bill Payment,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2024-02-09,2024-03-08,Circle-South,15,1.12,28,104823,0,2024,2,12,2024,2,9,2024,3,8,29,No,No anomaly
INV104824,CUST000993,SVC6461,AGT038,2024-03-06,Paid,Bill Payment,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,2024-03-01,2024-03-31,Metro-A,50,31.41,30,104824,0,2024,3,6,2024,3,1,2024,3,31,31,No,No anomaly
INV104825,CUST002523,SVC9439,AGT060,2025-04-12,Paid,Plan Change,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2025-04-11,2025-05-11,Rural-Zone,10,8.41,30,104825,0,2025,4,12,2025,4,11,2025,5,11,31,No,No anomaly
INV104826,CUST001111,SVC7739,AGT020,2025-08-18,Pending,Plan Change,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2025-08-14,2025-09-14,Circle-South,200,176.33,31,104826,0,2025,8,18,2025,8,14,2025,9,14,32,No,Usage mismatch
INV104828,CUST004749,SVC7251,AGT087,2024-08-27,Paid,Renewal,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2024-08-26,2024-09-25,Circle-South,500,199.39,30,104828,0,2024,8,27,2024,8,26,2024,9,25,31,No,No anomaly
INV104829,CUST005302,SVC4148,AGT100,2024-09-03,Paid,Bill Payment,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2024-09-01,2024-10-01,Metro-A,750,390.7,30,104829,0,2024,9,3,2024,9,1,2024,10,1,31,No,No anomaly
INV104830,CUST001436,SVC9278,AGT006,2025-08-12,Pending,Recharge,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2025-08-09,2025-09-06,Circle-West,15,12.7,28,104830,0,2025,8,12,2025,8,9,2025,9,6,29,No,No anomaly
INV104832,CUST003255,SVC3496,AGT085,2024-04-29,Pending,Recharge,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2024-04-28,2024-05-29,Metro-B,15,7.74,31,104832,0,2024,4,29,2024,4,28,2024,5,29,32,No,Usage mismatch
INV104833,CUST002349,SVC3003,AGT013,2023-10-25,Pending,Renewal,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2023-10-20,2023-11-20,Metro-A,50,8.79,31,104833,0,2023,10,25,2023,10,20,2023,11,20,32,No,No anomaly
INV104835,CUST005136,SVC6200,AGT036,2024-08-22,Pending,Plan Change,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2024-08-17,2024-09-16,Circle-South,1000,243.19,30,104835,0,2024,8,22,2024,8,17,2024,9,16,31,No,No anomaly
INV104837,CUST003760,SVC3823,AGT099,2024-12-31,Paid,Renewal,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2024-12-29,2025-01-28,Metro-A,500,305.69,30,104837,0,2024,12,31,2024,12,29,2025,1,28,31,No,No anomaly
INV104839,CUST003055,SVC4721,AGT016,2024-05-09,Pending,Plan Change,Credit Card,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-05-06,2024-06-03,Metro-B,50,6.52,28,104839,0,2024,5,9,2024,5,6,2024,6,3,29,No,No anomaly
INV104840,CUST001728,SVC2079,AGT073,2025-08-22,Paid,Recharge,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,2025-08-21,2025-09-20,Rural-Zone,5,0.55,30,104840,0,2025,8,22,2025,8,21,2025,9,20,31,No,No anomaly
INV104841,CUST003917,SVC9227,AGT008,2025-01-24,Paid,Renewal,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2025-01-21,2025-02-20,Circle-West,15,6.63,30,104841,0,2025,1,24,2025,1,21,2025,2,20,31,No,No anomaly
INV104842,CUST000193,SVC3078,AGT110,2024-09-25,Pending,New Connection,Cash,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-09-23,2024-10-24,Circle-North,500,458.74,31,104842,0,2024,9,25,2024,9,23,2024,10,24,32,No,No anomaly
INV104843,CUST006030,SVC9489,AGT116,2024-07-27,Pending,Plan Change,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2024-07-22,2024-08-19,Circle-South,750,436.46,28,104843,0,2024,7,27,2024,7,22,2024,8,19,29,No,No anomaly
INV104845,CUST001557,SVC4567,AGT145,2025-04-20,Pending,Recharge,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2025-04-18,2025-05-16,Metro-A,750,503.41,28,104845,0,2025,4,20,2025,4,18,2025,5,16,29,No,No anomaly
INV104846,CUST000391,SVC6835,AGT048,2025-03-09,Pending,Plan Change,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2025-03-08,2025-04-07,Metro-A,150,71.12,30,104846,0,2025,3,9,2025,3,8,2025,4,7,31,No,No anomaly
INV104847,CUST007834,SVC7051,AGT146,2025-02-12,Pending,Plan Change,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2025-02-11,2025-03-11,Circle-West,100,13.53,28,104847,0,2025,2,12,2025,2,11,2025,3,11,29,No,No anomaly
INV104848,CUST001903,SVC4476,AGT029,2023-11-28,Paid,Recharge,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,2023-11-23,2023-12-23,Circle-South,500,383.89,30,104848,0,2023,11,28,2023,11,23,2023,12,23,31,No,No anomaly
INV104849,CUST007465,SVC7771,AGT150,2023-11-01,Pending,Recharge,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,2023-10-28,2023-11-28,Circle-South,40,25.77,31,104849,0,2023,11,1,2023,10,28,2023,11,28,32,No,No anomaly
INV104850,CUST006487,SVC2801,AGT031,2023-12-01,Pending,Renewal,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2023-11-26,2023-12-27,Circle-East,50,42.63,31,104850,0,2023,12,1,2023,11,26,2023,12,27,32,No,No anomaly
INV104851,CUST004053,SVC2924,AGT083,2024-03-15,Paid,Renewal,Wallet,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2024-03-10,2024-04-09,Circle-South,15,13.02,30,104851,0,2024,3,15,2024,3,10,2024,4,9,31,No,No anomaly
INV104854,CUST003765,SVC2072,AGT018,2024-04-27,Pending,Recharge,Wallet,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,2024-04-26,2024-05-27,Circle-North,75,46.04,31,104854,0,2024,4,27,2024,4,26,2024,5,27,32,No,No anomaly
INV104856,CUST003505,SVC1854,AGT074,2024-09-06,Paid,Renewal,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2024-09-02,2024-10-02,Rural-Zone,25,9.64,30,104856,0,2024,9,6,2024,9,2,2024,10,2,31,No,No anomaly
INV104857,CUST004310,SVC3765,AGT126,2024-06-11,Paid,Recharge,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,2024-06-10,2024-07-10,Metro-B,10,3.87,30,104857,0,2024,6,11,2024,6,10,2024,7,10,31,No,No anomaly
INV104858,CUST004243,SVC5778,AGT096,2023-09-21,Pending,Plan Change,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2023-09-18,2023-10-16,Metro-B,10,4.16,28,104858,0,2023,9,21,2023,9,18,2023,10,16,29,No,No anomaly
INV104860,CUST004893,SVC8483,AGT008,2025-02-12,Pending,Recharge,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2025-02-09,2025-03-12,Rural-Zone,25,15.72,31,104860,0,2025,2,12,2025,2,9,2025,3,12,32,No,No anomaly
INV104862,CUST003857,SVC3819,AGT090,2024-08-03,Pending,Bill Payment,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2024-08-02,2024-09-01,Metro-A,150,14.87,30,104862,0,2024,8,3,2024,8,2,2024,9,1,31,No,No anomaly
INV104863,CUST005658,SVC3083,AGT067,2025-05-28,Pending,New Connection,UPI,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2025-05-23,2025-06-23,Circle-North,500,181.4,31,104863,0,2025,5,28,2025,5,23,2025,6,23,32,No,Usage mismatch
INV104864,CUST005200,SVC9712,AGT091,2024-04-17,Pending,Recharge,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2024-04-16,2024-05-14,Metro-B,15,6.69,28,104864,0,2024,4,17,2024,4,16,2024,5,14,29,No,No anomaly
INV104865,CUST002522,SVC3530,AGT130,2024-05-20,Pending,Plan Change,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2024-05-18,2024-06-15,Metro-B,750,153.92,28,104865,0,2024,5,20,2024,5,18,2024,6,15,29,No,No anomaly
INV104866,CUST003428,SVC5793,AGT147,2023-10-10,Pending,Recharge,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2023-10-09,2023-11-08,Circle-South,100,6.92,30,104866,0,2023,10,10,2023,10,9,2023,11,8,31,No,No anomaly
INV104871,CUST007430,SVC5331,AGT019,2024-03-15,Pending,New Connection,Cash,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2024-03-13,2024-04-12,Metro-A,1000,237.54,30,104871,0,2024,3,15,2024,3,13,2024,4,12,31,No,No anomaly
INV104872,CUST006118,SVC1558,AGT077,2024-08-01,Pending,New Connection,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-07-27,2024-08-26,Circle-South,100,46.71,30,104872,0,2024,8,1,2024,7,27,2024,8,26,31,No,No anomaly
INV104873,CUST007891,SVC8639,AGT081,2024-01-20,Pending,New Connection,Wallet,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-01-19,2024-02-18,Circle-South,100,11.38,30,104873,0,2024,1,20,2024,1,19,2024,2,18,31,No,No anomaly
INV104874,CUST004285,SVC8051,AGT091,2025-01-25,Pending,Plan Change,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,2025-01-20,2025-02-19,Circle-North,40,1.04,30,104874,0,2025,1,25,2025,1,20,2025,2,19,31,No,No anomaly
INV104877,CUST002401,SVC3693,AGT139,2024-07-01,Pending,Recharge,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,2024-06-29,2024-07-30,Metro-A,40,18.49,31,104877,0,2024,7,1,2024,6,29,2024,7,30,32,No,Usage mismatch
INV104878,CUST007419,SVC9235,AGT133,2025-03-31,Pending,New Connection,Credit Card,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2025-03-27,2025-04-27,Metro-A,10,9.08,31,104878,0,2025,3,31,2025,3,27,2025,4,27,32,No,Usage mismatch
INV104879,CUST004756,SVC3464,AGT054,2024-08-22,Paid,Bill Payment,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2024-08-19,2024-09-18,Circle-North,100,65.27,30,104879,0,2024,8,22,2024,8,19,2024,9,18,31,No,No anomaly
INV104880,CUST002210,SVC5694,AGT135,2023-12-27,Pending,New Connection,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2023-12-23,2024-01-22,Circle-West,100,31.87,30,104880,0,2023,12,27,2023,12,23,2024,1,22,31,No,No anomaly
INV104881,CUST003357,SVC1567,AGT072,2024-06-08,Pending,New Connection,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-06-05,2024-07-03,Metro-B,100,52.14,28,104881,0,2024,6,8,2024,6,5,2024,7,3,29,No,No anomaly
INV104882,CUST001064,SVC8652,AGT150,2024-12-20,Pending,Plan Change,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,2024-12-17,2025-01-14,Circle-West,5,3.0,28,104882,0,2024,12,20,2024,12,17,2025,1,14,29,No,No anomaly
INV104883,CUST002440,SVC7240,AGT020,2023-10-05,Paid,Recharge,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,2023-10-03,2023-11-02,Rural-Zone,750,632.66,30,104883,0,2023,10,5,2023,10,3,2023,11,2,31,No,No anomaly
INV104884,CUST001220,SVC8000,AGT094,2023-11-14,Pending,Renewal,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2023-11-10,2023-12-08,Metro-A,200,13.84,28,104884,0,2023,11,14,2023,11,10,2023,12,8,29,No,No anomaly
INV104885,CUST000272,SVC3735,AGT107,2024-10-04,Pending,Recharge,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2024-10-02,2024-10-30,Circle-North,200,88.33,28,104885,0,2024,10,4,2024,10,2,2024,10,30,29,No,No anomaly
INV104887,CUST000697,SVC1513,AGT104,2025-03-07,Pending,Renewal,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2025-03-04,2025-04-03,Circle-South,10,8.29,30,104887,0,2025,3,7,2025,3,4,2025,4,3,31,No,No anomaly
INV104888,CUST000584,SVC2890,AGT020,2024-06-10,Pending,Recharge,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,2024-06-08,2024-07-08,Circle-North,500,230.48,30,104888,0,2024,6,10,2024,6,8,2024,7,8,31,No,No anomaly
INV104890,CUST002108,SVC2158,AGT142,2023-09-28,Pending,Recharge,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2023-09-26,2023-10-27,Rural-Zone,100,23.44,31,104890,0,2023,9,28,2023,9,26,2023,10,27,32,No,No anomaly
INV104891,CUST003970,SVC3650,AGT041,2025-03-03,Pending,Renewal,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2025-02-27,2025-03-29,Circle-North,10,3.56,30,104891,0,2025,3,3,2025,2,27,2025,3,29,31,No,No anomaly
INV104894,CUST000194,SVC9881,AGT006,2025-08-22,Pending,Recharge,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2025-08-18,2025-09-18,Circle-North,10,6.12,31,104894,0,2025,8,22,2025,8,18,2025,9,18,32,No,Usage mismatch
INV104895,CUST006649,SVC3344,AGT125,2023-09-13,Paid,Renewal,Credit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2023-09-12,2023-10-12,Circle-East,25,1.17,30,104895,0,2023,9,13,2023,9,12,2023,10,12,31,No,No anomaly
INV104896,CUST000047,SVC3545,AGT144,2024-11-02,Pending,New Connection,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2024-11-01,2024-12-02,Metro-B,150,67.02,31,104896,0,2024,11,2,2024,11,1,2024,12,2,32,No,Usage mismatch
INV104900,CUST007509,SVC9438,AGT022,2025-04-18,Pending,Bill Payment,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2025-04-17,2025-05-15,Circle-North,100,16.52,28,104900,0,2025,4,18,2025,4,17,2025,5,15,29,No,No anomaly
INV104903,CUST002122,SVC3229,AGT100,2024-03-21,Pending,Recharge,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2024-03-19,2024-04-18,Rural-Zone,25,8.54,30,104903,0,2024,3,21,2024,3,19,2024,4,18,31,No,No anomaly
INV104904,CUST002584,SVC6706,AGT061,2023-10-11,Paid,Plan Change,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2023-10-09,2023-11-08,Metro-A,150,14.52,30,104904,0,2023,10,11,2023,10,9,2023,11,8,31,No,No anomaly
INV104906,CUST003269,SVC3842,AGT076,2025-07-17,Pending,Bill Payment,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2025-07-16,2025-08-13,Circle-North,750,3.0,28,104906,0,2025,7,17,2025,7,16,2025,8,13,29,No,No anomaly
INV104907,CUST005911,SVC1076,AGT088,2024-07-31,Pending,Recharge,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,2024-07-26,2024-08-25,Rural-Zone,100,40.48,30,104907,0,2024,7,31,2024,7,26,2024,8,25,31,No,No anomaly
INV104908,CUST003924,SVC2076,AGT024,2024-09-12,Pending,Bill Payment,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,2024-09-08,2024-10-06,Metro-B,75,64.61,28,104908,0,2024,9,12,2024,9,8,2024,10,6,29,No,No anomaly
INV104910,CUST005443,SVC9332,AGT088,2025-04-10,Pending,New Connection,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,2025-04-08,2025-05-06,Circle-South,5,2.76,28,104910,0,2025,4,10,2025,4,8,2025,5,6,29,No,No anomaly
INV104911,CUST007693,SVC2232,AGT098,2024-12-15,Pending,Recharge,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2024-12-12,2025-01-12,Circle-South,750,441.79,31,104911,0,2024,12,15,2024,12,12,2025,1,12,32,No,No anomaly
INV104913,CUST006046,SVC5406,AGT051,2024-10-14,Pending,Renewal,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,2024-10-12,2024-11-09,Circle-North,5,3.17,28,104913,0,2024,10,14,2024,10,12,2024,11,9,29,No,No anomaly
INV104914,CUST004076,SVC8666,AGT121,2024-01-09,Pending,Renewal,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2024-01-07,2024-02-04,Circle-North,200,37.53,28,104914,0,2024,1,9,2024,1,7,2024,2,4,29,No,No anomaly
INV104915,CUST001075,SVC2764,AGT123,2025-08-20,Paid,Plan Change,Wallet,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,2025-08-19,2025-09-18,Metro-A,100,64.57,30,104915,0,2025,8,20,2025,8,19,2025,9,18,31,No,No anomaly
INV104916,CUST003717,SVC6352,AGT026,2023-09-24,Pending,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2023-09-21,2023-10-21,Metro-B,200,38.76,30,104916,0,2023,9,24,2023,9,21,2023,10,21,31,No,No anomaly
INV104917,CUST006026,SVC4371,AGT061,2024-06-18,Pending,Plan Change,Net Banking,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2024-06-16,2024-07-17,Metro-A,1000,14.0,31,104917,0,2024,6,18,2024,6,16,2024,7,17,32,No,No anomaly
INV104918,CUST001783,SVC6207,AGT110,2025-05-23,Pending,Plan Change,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2025-05-21,2025-06-18,Circle-West,30,2.5,28,104918,0,2025,5,23,2025,5,21,2025,6,18,29,No,No anomaly
INV104919,CUST007895,SVC2056,AGT098,2024-08-08,Paid,Plan Change,Auto Debit,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,2024-08-04,2024-09-03,Metro-B,15,8.63,30,104919,0,2024,8,8,2024,8,4,2024,9,3,31,No,No anomaly
INV104920,CUST007089,SVC4459,AGT063,2025-07-06,Pending,Bill Payment,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2025-07-05,2025-08-02,Circle-North,25,20.7,28,104920,0,2025,7,6,2025,7,5,2025,8,2,29,No,No anomaly
INV104922,CUST004197,SVC5974,AGT089,2024-06-08,Paid,Recharge,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,2024-06-03,2024-07-01,Circle-West,1000,165.04,28,104922,0,2024,6,8,2024,6,3,2024,7,1,29,No,Usage mismatch
INV104924,CUST001641,SVC4555,AGT133,2025-02-09,Pending,Recharge,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2025-02-07,2025-03-07,Rural-Zone,30,9.65,28,104924,0,2025,2,9,2025,2,7,2025,3,7,29,No,No anomaly
INV104925,CUST000824,SVC8034,AGT003,2024-02-28,Pending,Renewal,UPI,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2024-02-25,2024-03-24,Metro-B,150,11.65,28,104925,0,2024,2,28,2024,2,25,2024,3,24,29,No,No anomaly
INV104926,CUST006499,SVC4881,AGT098,2024-02-11,Pending,Recharge,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,2024-02-10,2024-03-12,Metro-B,150,107.21,31,104926,0,2024,2,11,2024,2,10,2024,3,12,32,No,No anomaly
INV104927,CUST007491,SVC7141,AGT062,2025-07-10,Pending,New Connection,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2025-07-09,2025-08-06,Metro-A,25,14.38,28,104927,0,2025,7,10,2025,7,9,2025,8,6,29,No,No anomaly
INV104929,CUST001601,SVC2067,AGT028,2024-07-26,Pending,Recharge,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,2024-07-25,2024-08-22,Circle-East,50,8.06,28,104929,0,2024,7,26,2024,7,25,2024,8,22,29,No,No anomaly
INV104930,CUST004026,SVC5235,AGT004,2025-01-18,Pending,New Connection,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,2025-01-13,2025-02-10,Rural-Zone,750,491.8,28,104930,0,2025,1,18,2025,1,13,2025,2,10,29,No,No anomaly
INV104932,CUST006007,SVC5454,AGT013,2024-08-17,Paid,Plan Change,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,2024-08-14,2024-09-13,Rural-Zone,150,77.16,30,104932,0,2024,8,17,2024,8,14,2024,9,13,31,No,No anomaly
INV104933,CUST003605,SVC7851,AGT015,2023-12-19,Pending,Bill Payment,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2023-12-15,2024-01-12,Metro-A,15,4.01,28,104933,0,2023,12,19,2023,12,15,2024,1,12,29,No,No anomaly
INV104934,CUST003348,SVC1921,AGT056,2025-07-09,Pending,Bill Payment,UPI,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,2025-07-08,2025-08-05,Circle-West,15,5.59,28,104934,0,2025,7,9,2025,7,8,2025,8,5,29,No,No anomaly
INV104936,CUST004390,SVC6976,AGT149,2024-09-27,Paid,New Connection,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,2024-09-24,2024-10-24,Circle-East,40,35.47,30,104936,0,2024,9,27,2024,9,24,2024,10,24,31,No,No anomaly
INV104937,CUST003210,SVC3425,AGT037,2025-04-10,Pending,Renewal,Cash,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,2025-04-08,2025-05-06,Circle-West,10,4.86,28,104937,0,2025,4,10,2025,4,8,2025,5,6,29,No,No anomaly
INV104938,CUST003320,SVC3893,AGT129,2024-03-28,Pending,Recharge,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2024-03-24,2024-04-23,Metro-A,1000,186.34,30,104938,0,2024,3,28,2024,3,24,2024,4,23,31,No,No anomaly
INV104940,CUST005385,SVC3104,AGT068,2025-05-27,Pending,Bill Payment,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,2025-05-22,2025-06-19,Metro-B,5,2.39,28,104940,0,2025,5,27,2025,5,22,2025,6,19,29,No,No anomaly
INV104942,CUST005774,SVC2944,AGT068,2024-06-24,Pending,Plan Change,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2024-06-23,2024-07-23,Circle-North,1000,852.24,30,104942,0,2024,6,24,2024,6,23,2024,7,23,31,No,No anomaly
INV104943,CUST003190,SVC3408,AGT080,2025-05-17,Pending,Plan Change,Wallet,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,2025-05-16,2025-06-16,Circle-North,25,10.99,31,104943,0,2025,5,17,2025,5,16,2025,6,16,32,No,Usage mismatch
INV104944,CUST003032,SVC3603,AGT125,2025-04-08,Paid,Recharge,Auto Debit,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,2025-04-05,2025-05-05,Metro-A,25,22.53,30,104944,0,2025,4,8,2025,4,5,2025,5,5,31,No,No anomaly
INV104945,CUST006665,SVC4792,AGT013,2023-11-22,Pending,Recharge,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,2023-11-18,2023-12-16,Circle-West,30,10.84,28,104945,0,2023,11,22,2023,11,18,2023,12,16,29,No,No anomaly
INV104946,CUST005282,SVC1007,AGT150,2023-11-06,Pending,New Connection,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,0.0,1532.82,2023-11-02,2023-12-03,Circle-West,40,2.92,31,104946,0,2023,11,6,2023,11,2,2023,12,3,32,No,No anomaly
INV104947,CUST001390,SVC4743,AGT072,2024-12-30,Pending,Recharge,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,2024-12-25,2025-01-24,Circle-North,1000,21.96,30,104947,0,2024,12,30,2024,12,25,2025,1,24,31,No,No anomaly
INV104950,CUST006791,SVC8303,AGT046,2024-07-08,Pending,Bill Payment,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,2024-07-04,2024-08-01,Metro-A,200,171.55,28,104950,0,2024,7,8,2024,7,4,2024,8,1,29,No,No anomaly
