Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Leakage_Flag,Transaction_Type,Mode_of_Payment,Product_Name,Service,Product_Category,Service_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Store_Branch,Cashier_ID,Supplier_ID,Billing_Time,Customer_Type,Order_Channel,Anomaly_Type,Invoice_Num_Int,Is_Duplicate,actual_billing_amnt
INV17820,CUST6939,SRV003,2023-01-07,Failed,No Leakage,Sale,Net Banking,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,4,16.8,140.0,236.8,0.0,236.8,35.0,0.12,80,0,Online,CASH003,SUP150,01:08:50,Regular,In-Store,No Anomaly,17820,0,236.8
INV17822,CUST4647,SRV002,2024-04-29,Failed,Anomaly,Sale,Cash,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,5,10.0,200.0,210.0,0.0,210.0,40.0,0.05,40,0,Branch A,CASH001,SUP151,07:49:55,New,Phone,Missing Charges,17822,0,250.0
INV17823,CUST3800,SRV001,2024-05-23,Failed,No Leakage,Sale,Credit Card,Bananas (1kg),No Service,Fruits,No Service,4,10.0,200.0,210.0,0.0,210.0,50.0,0.05,0,0,Main Store,CASH015,SUP144,14:46:35,Wholesale,In-Store,No Anomaly,17823,0,210.0
INV17827,CUST8246,SRV003,2024-07-31,Paid,Anomaly,Sale,UPI,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,2,8.0,160.0,214.8621181106685,214.8621181106685,0.0,80.0,0.05,80,0,Online,CASH007,SUP133,10:53:59,Wholesale,In-Store,Missing Charges,17827,0,248.0
INV17828,CUST3772,SRV002,2024-09-02,Paid,No Leakage,Return,Debit Card,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,10,72.0,400.0,512.0,512.0,0.0,40.0,0.18,40,0,Branch A,CASH003,SUP153,07:17:31,Regular,Phone,No Anomaly,17828,0,512.0
INV17833,CUST9831,SRV003,2024-11-12,Paid,No Leakage,Return,Net Banking,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,7,44.1,245.0,369.1,369.1,0.0,35.0,0.18,80,0,Branch B,CASH003,SUP101,04:22:46,Regular,Online,No Anomaly,17833,0,369.1
INV17836,CUST9867,SRV003,2024-05-02,Failed,Anomaly,Sale,Cash,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,7,52.5,1050.0,1182.5,312.8394927691416,869.6605072308585,150.0,0.05,80,0,Online,CASH019,SUP154,23:21:32,Wholesale,Phone,Payment Status Mismatch,17836,0,1182.5
INV17839,CUST9939,SRV002,2024-12-26,Paid,Anomaly,Return,Net Banking,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,6,13.5,270.0,323.5,386.745508710048,-63.245508710048,45.0,0.05,40,0,Online,CASH020,SUP191,04:26:37,Wholesale,In-Store,Excess Payment,17839,0,323.5
INV17843,CUST1720,SRV001,2024-11-27,Pending,No Leakage,Sale,Net Banking,Wheat Flour (1kg),No Service,Grains & Cereals,No Service,8,18.0,360.0,378.0,0.0,378.0,45.0,0.05,0,0,Online,CASH017,SUP192,23:39:51,Wholesale,Phone,No Anomaly,17843,0,378.0
INV17844,CUST5053,SRV002,2023-06-14,Pending,No Leakage,Return,Debit Card,Detergent (1kg),Standard Delivery,Household,Delivery Services,5,180.0,1000.0,1220.0,0.0,1220.0,200.0,0.18,40,0,Main Store,CASH009,SUP109,09:10:38,Regular,Online,No Anomaly,17844,0,1220.0
INV17849,CUST6842,SRV003,2024-05-06,Pending,No Leakage,Sale,Net Banking,Eggs (12 pack),Express Delivery,Dairy & Eggs,Delivery Services,3,37.8,210.0,327.8,0.0,327.8,70.0,0.18,80,0,Branch A,CASH007,SUP143,01:46:31,Regular,In-Store,No Anomaly,17849,0,327.8
INV17850,CUST7489,SRV002,2023-01-04,Failed,No Leakage,Return,UPI,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,3,12.0,240.0,292.0,0.0,292.0,80.0,0.05,40,0,Main Store,CASH015,SUP175,13:08:27,Wholesale,Online,No Anomaly,17850,0,292.0
INV17853,CUST8765,SRV002,2024-12-23,Failed,No Leakage,Sale,Cheque,Wheat Flour (1kg),Standard Delivery,Grains & Cereals,Delivery Services,5,27.0,225.0,292.0,0.0,292.0,45.0,0.12,40,0,Branch A,CASH012,SUP200,18:54:51,Premium,Online,No Anomaly,17853,0,292.0
INV17857,CUST1267,SRV001,2023-05-24,Failed,No Leakage,Return,Cash,Potatoes (1kg),No Service,Fresh Vegetables,No Service,9,56.7,315.0,371.7,0.0,371.7,35.0,0.18,0,0,Main Store,CASH015,SUP161,01:35:45,New,Online,No Anomaly,17857,0,371.7
INV17858,CUST7861,SRV001,2023-04-11,Failed,No Leakage,Return,Net Banking,Salt (1kg),No Service,Pantry Staples,No Service,2,4.8,40.0,44.8,0.0,44.8,20.0,0.12,0,0,Branch B,CASH020,SUP133,20:28:28,Wholesale,Online,No Anomaly,17858,0,44.8
INV17862,CUST2411,SRV001,2024-07-23,Pending,No Leakage,Return,Cash,Wheat Flour (1kg),No Service,Grains & Cereals,No Service,1,2.25,45.0,47.25,0.0,47.25,45.0,0.05,0,0,Online,CASH004,SUP142,03:33:19,New,Online,No Anomaly,17862,0,47.25
INV17863,CUST1263,SRV003,2024-11-10,Failed,No Leakage,Return,Cheque,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,9,108.0,900.0,1088.0,0.0,1088.0,100.0,0.12,80,0,Online,CASH013,SUP118,12:28:03,Premium,Online,No Anomaly,17863,0,1088.0
INV17865,CUST2044,SRV003,2024-04-03,Paid,Anomaly,Return,Credit Card,Onions (1kg),Express Delivery,Fresh Vegetables,Delivery Services,8,16.0,320.0,416.0,470.2777712118345,-54.27777121183448,40.0,0.05,80,0,Branch B,CASH016,SUP134,03:34:42,Regular,Online,Excess Payment,17865,0,416.0
INV17885,CUST3886,SRV001,2023-11-08,Pending,No Leakage,Return,Debit Card,Dishwash Soap (500ml),No Service,Household,No Service,6,24.0,480.0,504.0,0.0,504.0,80.0,0.05,0,0,Branch A,CASH011,SUP166,01:35:47,New,Phone,No Anomaly,17885,0,504.0
INV17886,CUST6522,SRV001,2024-06-23,Paid,No Leakage,Sale,Cheque,Detergent (1kg),No Service,Household,No Service,6,144.0,1200.0,1344.0,1344.0,0.0,200.0,0.12,0,0,Online,CASH005,SUP166,13:07:47,Premium,In-Store,No Anomaly,17886,0,1344.0
INV17889,CUST8164,SRV001,2023-06-16,Failed,Anomaly,Sale,Debit Card,Shampoo (250ml),No Service,Personal Care,No Service,9,291.6,1620.0,1911.6,630.8570714839541,1280.7429285160458,180.0,0.18,0,0,Online,CASH008,SUP117,21:12:40,Regular,Phone,Payment Status Mismatch,17889,0,1911.6
INV17891,CUST5987,SRV002,2024-10-17,Failed,Anomaly,Return,Cash,Bread (500g),Standard Delivery,Bakery,Delivery Services,10,48.0,400.0,488.0,134.69382088984813,353.3061791101519,40.0,0.12,40,0,Online,CASH011,SUP119,22:35:11,Premium,In-Store,Payment Status Mismatch,17891,0,488.0
INV17894,CUST8127,SRV002,2024-07-26,Pending,No Leakage,Return,UPI,Tea Powder (250g),Standard Delivery,Beverages,Delivery Services,6,86.39999999999999,720.0,846.4,0.0,846.4,120.0,0.12,40,0,Branch B,CASH014,SUP134,05:05:12,Regular,Phone,No Anomaly,17894,0,846.4
INV17899,CUST5629,SRV002,2023-04-13,Failed,No Leakage,Sale,Credit Card,Cooking Oil (1L),Standard Delivery,Pantry Staples,Delivery Services,9,162.0,1350.0,1552.0,0.0,1552.0,150.0,0.12,40,0,Main Store,CASH002,SUP154,16:07:37,Premium,Phone,No Anomaly,17899,0,1552.0
INV17903,CUST9947,SRV002,2023-05-30,Failed,No Leakage,Sale,Net Banking,Onions (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,5,10.0,200.0,250.0,0.0,250.0,40.0,0.05,40,0,Branch A,CASH017,SUP105,10:59:15,New,Phone,No Anomaly,17903,0,250.0
INV17905,CUST5834,SRV002,2023-07-15,Paid,No Leakage,Return,UPI,Tomatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,7,25.2,210.0,275.2,275.2,0.0,30.0,0.12,40,0,Branch A,CASH016,SUP147,12:39:31,Regular,Phone,No Anomaly,17905,0,275.2
INV17907,CUST5070,SRV001,2024-04-10,Failed,No Leakage,Sale,Cheque,Salt (1kg),No Service,Pantry Staples,No Service,3,10.8,60.0,70.8,0.0,70.8,20.0,0.18,0,0,Online,CASH014,SUP181,16:33:27,Wholesale,Phone,No Anomaly,17907,0,70.8
INV17915,CUST1740,SRV002,2023-12-19,Pending,No Leakage,Return,UPI,Bananas (1kg),Standard Delivery,Fruits,Delivery Services,6,36.0,300.0,376.0,0.0,376.0,50.0,0.12,40,0,Branch A,CASH015,SUP139,16:59:28,Premium,Online,No Anomaly,17915,0,376.0
INV17917,CUST8524,SRV003,2023-06-24,Paid,No Leakage,Sale,Credit Card,Toothpaste (150g),Express Delivery,Personal Care,Delivery Services,1,3.0,60.0,143.0,143.0,0.0,60.0,0.05,80,0,Online,CASH008,SUP104,21:32:02,New,Online,No Anomaly,17917,0,143.0
INV17919,CUST2611,SRV003,2023-02-16,Paid,No Leakage,Return,Debit Card,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,10,180.0,1500.0,1760.0,1760.0,0.0,150.0,0.12,80,0,Online,CASH014,SUP147,21:32:19,Regular,Phone,No Anomaly,17919,0,1760.0
INV17920,CUST2799,SRV002,2023-12-18,Paid,No Leakage,Return,Credit Card,Coffee Powder (200g),Standard Delivery,Beverages,Delivery Services,6,378.0,2100.0,2518.0,2518.0,0.0,350.0,0.18,40,0,Branch A,CASH005,SUP107,07:40:39,Regular,Online,No Anomaly,17920,0,2518.0
INV17924,CUST9747,SRV002,2024-02-05,Paid,No Leakage,Return,Credit Card,Apples (1kg),Standard Delivery,Fruits,Delivery Services,2,12.0,240.0,292.0,292.0,0.0,120.0,0.05,40,0,Main Store,CASH006,SUP168,02:26:05,Premium,Online,No Anomaly,17924,0,292.0
INV17925,CUST4513,SRV001,2023-05-19,Paid,Anomaly,Return,Cheque,Lentils (1kg),No Service,Grains & Cereals,No Service,3,54.0,300.0,283.900514055663,283.900514055663,0.0,100.0,0.18,0,0,Branch A,CASH020,SUP129,01:19:32,Premium,In-Store,Missing Charges,17925,0,354.0
INV17929,CUST9032,SRV002,2023-02-17,Pending,Anomaly,Sale,Credit Card,Oranges (1kg),Standard Delivery,Fruits,Delivery Services,4,16.0,320.0,376.0,0.0,376.0,80.0,0.05,40,0,Main Store,CASH017,SUP163,23:40:44,Regular,In-Store,Duplicate Entries,17929,1,376.0
INV17929,CUST9668,SRV001,2024-01-13,Pending,Anomaly,Return,Net Banking,Apples (1kg),No Service,Fruits,No Service,5,85.76380783617066,714.6983986347554,800.462206470926,0.0,800.462206470926,142.93967972695108,0.12,0,0,Branch A,CASH020,SUP193,07:35:51,Premium,In-Store,Duplicate Entries,17929,1,800.462206470926
INV17936,CUST1472,SRV002,2023-03-17,Failed,No Leakage,Sale,Debit Card,Soap (100g),Standard Delivery,Personal Care,Delivery Services,4,8.0,160.0,208.0,0.0,208.0,40.0,0.05,40,0,Main Store,CASH005,SUP173,21:57:49,Premium,Phone,No Anomaly,17936,0,208.0
INV17937,CUST9246,SRV002,2023-10-02,Paid,Anomaly,Return,Debit Card,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,3,25.2,210.0,235.2,235.2,0.0,70.0,0.12,40,0,Main Store,CASH017,SUP160,10:54:09,New,Online,Missing Charges,17937,0,275.2
INV17944,CUST1148,SRV001,2023-06-10,Failed,No Leakage,Return,UPI,Soap (100g),No Service,Personal Care,No Service,9,64.8,360.0,424.8,0.0,424.8,40.0,0.18,0,0,Main Store,CASH005,SUP126,21:26:51,Regular,Phone,No Anomaly,17944,0,424.8
INV17947,CUST8982,SRV003,2023-05-06,Failed,No Leakage,Sale,Net Banking,Dishwash Soap (500ml),Express Delivery,Household,Delivery Services,6,24.0,480.0,584.0,0.0,584.0,80.0,0.05,80,0,Online,CASH009,SUP167,16:37:28,New,Online,No Anomaly,17947,0,584.0
INV17950,CUST4580,SRV002,2023-07-18,Paid,Anomaly,Sale,Cheque,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,7,105.0,2100.0,2245.0,2245.0,0.0,300.0,0.05,40,0,Main Store,CASH012,SUP158,15:35:19,Regular,Phone,Duplicate Entries,17950,1,2245.0
INV17950,CUST2130,SRV003,2024-12-12,Paid,Anomaly,Return,Cheque,Coffee Powder (200g),Express Delivery,Beverages,Delivery Services,8,504.0,2800.0,3384.0,3384.0,0.0,350.0,0.18,80,0,Branch B,CASH014,SUP183,09:22:34,New,Online,Duplicate Entries,17950,1,3384.0
INV17954,CUST9056,SRV002,2024-03-31,Failed,No Leakage,Return,Debit Card,Potatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,5,8.75,175.0,223.75,0.0,223.75,35.0,0.05,40,0,Branch A,CASH005,SUP172,03:25:53,Wholesale,In-Store,No Anomaly,17954,0,223.75
INV17957,CUST9632,SRV003,2023-01-17,Pending,No Leakage,Sale,UPI,Chips (100g),Express Delivery,Snacks,Delivery Services,3,7.199999999999999,60.0,147.2,0.0,147.2,20.0,0.12,80,0,Branch A,CASH015,SUP158,00:57:49,Premium,Phone,No Anomaly,17957,0,147.2
INV17958,CUST4287,SRV003,2024-03-17,Paid,No Leakage,Sale,Net Banking,Apples (1kg),Express Delivery,Fruits,Delivery Services,8,172.79999999999998,960.0,1212.8,1212.8,0.0,120.0,0.18,80,0,Branch B,CASH016,SUP113,08:13:29,Premium,In-Store,No Anomaly,17958,0,1212.8
INV17960,CUST9584,SRV003,2023-05-29,Failed,No Leakage,Sale,UPI,Detergent (1kg),Express Delivery,Household,Delivery Services,6,60.0,1200.0,1340.0,0.0,1340.0,200.0,0.05,80,0,Online,CASH008,SUP176,02:46:46,Premium,In-Store,No Anomaly,17960,0,1340.0
INV17962,CUST2792,SRV003,2024-03-15,Failed,Anomaly,Sale,Credit Card,Rice (1kg),Express Delivery,Grains & Cereals,Delivery Services,3,21.6,180.0,201.6,0.0,201.6,60.0,0.12,80,0,Online,CASH006,SUP142,11:53:40,Wholesale,In-Store,Missing Charges,17962,0,281.6
INV17963,CUST2591,SRV002,2024-08-11,Paid,Anomaly,Return,UPI,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,9,129.6,720.0,849.6,849.6,0.0,80.0,0.18,40,0,Main Store,CASH007,SUP188,18:44:11,Regular,In-Store,Missing Charges,17963,0,889.6
INV17964,CUST4309,SRV002,2023-08-31,Paid,Anomaly,Return,Debit Card,Biscuits (200g),Standard Delivery,Snacks,Delivery Services,9,32.4,270.0,342.4,384.3493931302654,-41.94939313026544,30.0,0.12,40,0,Main Store,CASH004,SUP191,22:48:51,Premium,Phone,Excess Payment,17964,0,342.4
INV17966,CUST9606,SRV003,2024-10-21,Pending,No Leakage,Return,Debit Card,Milk (1L),Express Delivery,Dairy & Eggs,Delivery Services,4,12.0,240.0,332.0,0.0,332.0,60.0,0.05,80,0,Main Store,CASH010,SUP136,10:21:09,Wholesale,In-Store,No Anomaly,17966,0,332.0
INV17967,CUST6193,SRV003,2023-09-10,Failed,Anomaly,Return,Cash,Tomatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,1,3.6,30.0,113.6,55.84369668306752,57.75630331693248,30.0,0.12,80,0,Branch B,CASH015,SUP116,02:48:51,Premium,In-Store,Payment Status Mismatch,17967,0,113.6
INV17968,CUST9190,SRV003,2024-06-14,Failed,No Leakage,Return,Cash,Cooking Oil (1L),Express Delivery,Pantry Staples,Delivery Services,3,22.5,450.0,552.5,0.0,552.5,150.0,0.05,80,0,Branch A,CASH020,SUP163,18:23:14,Regular,In-Store,No Anomaly,17968,0,552.5
INV17970,CUST1282,SRV002,2024-02-28,Failed,No Leakage,Sale,UPI,Fish (1kg),Standard Delivery,Meat & Fish,Delivery Services,9,486.0,2700.0,3226.0,0.0,3226.0,300.0,0.18,40,0,Online,CASH013,SUP130,19:54:41,Wholesale,Online,No Anomaly,17970,0,3226.0
INV17981,CUST5638,SRV002,2023-03-04,Failed,No Leakage,Sale,UPI,Tomatoes (1kg),Standard Delivery,Fresh Vegetables,Delivery Services,3,10.8,90.0,140.8,0.0,140.8,30.0,0.12,40,0,Online,CASH010,SUP183,05:23:05,New,Phone,No Anomaly,17981,0,140.8
INV17983,CUST2730,SRV003,2024-09-21,Paid,No Leakage,Return,UPI,Lentils (1kg),Express Delivery,Grains & Cereals,Delivery Services,2,24.0,200.0,304.0,304.0,0.0,100.0,0.12,80,0,Online,CASH013,SUP127,15:28:20,Wholesale,Online,No Anomaly,17983,0,304.0
INV17988,CUST1722,SRV001,2024-02-08,Pending,No Leakage,Sale,Debit Card,Butter (100g),No Service,Dairy & Eggs,No Service,5,30.0,250.0,280.0,0.0,280.0,50.0,0.12,0,0,Main Store,CASH003,SUP131,17:30:41,Regular,Phone,No Anomaly,17988,0,280.0
INV17989,CUST5325,SRV002,2024-03-02,Paid,No Leakage,Sale,Cash,Apples (1kg),Standard Delivery,Fruits,Delivery Services,2,28.8,240.0,308.8,308.8,0.0,120.0,0.12,40,0,Main Store,CASH001,SUP118,21:46:53,Regular,Phone,No Anomaly,17989,0,308.8
INV17990,CUST6815,SRV002,2024-03-16,Failed,No Leakage,Sale,Cheque,Rice (1kg),Standard Delivery,Grains & Cereals,Delivery Services,7,50.4,420.0,510.4,0.0,510.4,60.0,0.12,40,0,Branch B,CASH018,SUP109,15:31:08,Regular,In-Store,No Anomaly,17990,0,510.4
INV17991,CUST9493,SRV003,2023-03-11,Paid,Anomaly,Sale,Debit Card,Sugar (1kg),Express Delivery,Pantry Staples,Delivery Services,2,10.8,90.0,180.8,139.39720651832403,41.40279348167596,45.0,0.12,80,0,Online,CASH004,SUP128,08:45:41,Wholesale,Phone,Under Payment,17991,0,180.8
INV17992,CUST7906,SRV003,2024-06-17,Paid,Anomaly,Sale,Debit Card,Potatoes (1kg),Express Delivery,Fresh Vegetables,Delivery Services,8,50.4,280.0,410.4,474.419548683512,-64.01954868351203,35.0,0.18,80,0,Branch A,CASH019,SUP178,06:50:43,Regular,In-Store,Excess Payment,17992,0,410.4
INV17993,CUST7757,SRV003,2023-06-05,Paid,No Leakage,Sale,Debit Card,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,5,90.0,750.0,920.0,920.0,0.0,150.0,0.12,80,0,Online,CASH004,SUP176,10:59:41,New,In-Store,No Anomaly,17993,0,920.0
INV17994,CUST1756,SRV002,2024-10-05,Paid,Anomaly,Return,Credit Card,Eggs (12 pack),Standard Delivery,Dairy & Eggs,Delivery Services,3,10.5,210.0,214.3390164570756,214.3390164570756,0.0,70.0,0.05,40,0,Branch A,CASH010,SUP148,20:35:10,New,Online,Missing Charges,17994,0,260.5
INV17995,CUST7950,SRV002,2023-09-17,Paid,No Leakage,Sale,Cash,Milk (1L),Standard Delivery,Dairy & Eggs,Delivery Services,10,72.0,600.0,712.0,712.0,0.0,60.0,0.12,40,0,Branch A,CASH015,SUP145,04:35:28,Wholesale,Phone,No Anomaly,17995,0,712.0
INV17996,CUST5741,SRV003,2023-01-20,Failed,Anomaly,Return,Cash,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,5,162.0,900.0,1142.0,488.53186891862856,653.4681310813714,180.0,0.18,80,0,Branch B,CASH002,SUP105,15:25:22,New,Online,Payment Status Mismatch,17996,0,1142.0
INV17999,CUST4064,SRV001,2023-08-19,Paid,Anomaly,Return,UPI,Cooking Oil (1L),No Service,Pantry Staples,No Service,4,72.0,600.0,672.0,672.0,0.0,150.0,0.12,0,0,Main Store,CASH020,SUP174,00:44:08,Wholesale,Online,Duplicate Entries,17999,1,672.0
INV17999,CUST6021,SRV001,2023-12-31,Paid,Anomaly,Sale,Cheque,Lentils (1kg),No Service,Grains & Cereals,No Service,10,65.31449149957656,544.2874291631381,609.6019206627146,609.6019206627146,0.0,100.0,0.12,0,0,Online,CASH002,SUP125,08:16:17,Regular,Online,Duplicate Entries,17999,1,609.6019206627146
INV18001,CUST6186,SRV003,2023-04-03,Paid,Anomaly,Return,Net Banking,Bread (500g),Express Delivery,Bakery,Delivery Services,8,57.6,320.0,457.6,517.2082762722605,-59.60827627226047,40.0,0.18,80,0,Branch A,CASH011,SUP167,23:51:58,Regular,Phone,Excess Payment,18001,0,457.6
INV18002,CUST2033,SRV001,2024-12-03,Paid,Anomaly,Sale,Net Banking,Butter (100g),No Service,Dairy & Eggs,No Service,3,27.0,150.0,177.0,206.81485974781336,-29.81485974781336,50.0,0.18,0,0,Main Store,CASH015,SUP119,14:59:52,Regular,Phone,Excess Payment,18002,0,177.0
INV18004,CUST6012,SRV003,2023-11-05,Paid,No Leakage,Sale,UPI,Eggs (12 pack),Express Delivery,Dairy & Eggs,Delivery Services,4,50.4,280.0,410.4,410.4,0.0,70.0,0.18,80,0,Branch B,CASH020,SUP130,17:36:55,Wholesale,Online,No Anomaly,18004,0,410.4
INV18006,CUST6857,SRV003,2024-01-30,Paid,No Leakage,Sale,Cash,Shampoo (250ml),Express Delivery,Personal Care,Delivery Services,3,64.8,540.0,684.8,684.8,0.0,180.0,0.12,80,0,Online,CASH006,SUP100,23:36:44,Premium,Phone,No Anomaly,18006,0,684.8
INV18007,CUST3447,SRV003,2023-09-13,Pending,No Leakage,Return,Net Banking,Eggs (12 pack),Express Delivery,Dairy & Eggs,Delivery Services,1,3.5,70.0,153.5,0.0,153.5,70.0,0.05,80,0,Branch B,CASH013,SUP159,22:42:05,New,Online,No Anomaly,18007,0,153.5
INV18009,CUST7184,SRV001,2024-02-29,Failed,No Leakage,Return,UPI,Dishwash Soap (500ml),No Service,Household,No Service,7,28.0,560.0,588.0,0.0,588.0,80.0,0.05,0,0,Branch A,CASH016,SUP135,06:45:08,Premium,Online,No Anomaly,18009,0,588.0
INV18015,CUST5036,SRV002,2024-05-16,Paid,Anomaly,Return,Debit Card,Detergent (1kg),Standard Delivery,Household,Delivery Services,5,180.0,1000.0,1220.0,1046.421584073565,173.5784159264349,200.0,0.18,40,0,Branch A,CASH011,SUP133,11:51:56,Regular,Phone,Under Payment,18015,0,1220.0
INV18016,CUST9836,SRV003,2024-05-10,Paid,Anomaly,Sale,Credit Card,Biscuits (200g),Express Delivery,Snacks,Delivery Services,5,27.0,150.0,177.0,177.0,0.0,30.0,0.18,80,0,Branch B,CASH006,SUP114,12:04:45,Regular,Online,Missing Charges,18016,0,257.0
INV18021,CUST3151,SRV001,2023-07-09,Paid,Anomaly,Sale,Debit Card,Onions (1kg),No Service,Fresh Vegetables,No Service,2,14.4,80.0,94.4,112.34834511792556,-17.94834511792554,40.0,0.18,0,0,Main Store,CASH019,SUP180,20:44:32,New,Online,Excess Payment,18021,0,94.4
INV18024,CUST1819,SRV002,2024-05-26,Paid,Anomaly,Sale,UPI,Sugar (1kg),Standard Delivery,Pantry Staples,Delivery Services,8,18.0,360.0,378.0,378.0,0.0,45.0,0.05,40,0,Online,CASH014,SUP106,23:48:49,New,Online,Missing Charges,18024,0,418.0
INV18025,CUST5741,SRV003,2023-07-13,Failed,Anomaly,Return,Net Banking,Chips (100g),Express Delivery,Snacks,Delivery Services,3,3.0,60.0,143.0,34.600978203424766,108.39902179657524,20.0,0.05,80,0,Branch A,CASH018,SUP160,08:44:20,Wholesale,Online,Payment Status Mismatch,18025,0,143.0
INV18033,CUST1630,SRV003,2023-11-12,Pending,No Leakage,Sale,Credit Card,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,8,216.0,1200.0,1496.0,0.0,1496.0,150.0,0.18,80,0,Online,CASH014,SUP130,22:51:06,Premium,Online,No Anomaly,18033,0,1496.0
INV18035,CUST4590,SRV003,2023-05-12,Paid,No Leakage,Return,Debit Card,Eggs (12 pack),Express Delivery,Dairy & Eggs,Delivery Services,9,113.4,630.0,823.4,823.4,0.0,70.0,0.18,80,0,Online,CASH012,SUP115,06:32:13,Wholesale,Online,No Anomaly,18035,0,823.4
INV18036,CUST7198,SRV002,2023-04-20,Failed,No Leakage,Sale,Cash,Dishwash Soap (500ml),Standard Delivery,Household,Delivery Services,10,40.0,800.0,880.0,0.0,880.0,80.0,0.05,40,0,Branch B,CASH020,SUP152,09:13:31,New,Online,No Anomaly,18036,0,880.0
INV18037,CUST8772,SRV001,2024-09-03,Failed,Anomaly,Return,Credit Card,Sugar (1kg),No Service,Pantry Staples,No Service,6,32.4,270.0,228.6137656541473,0.0,228.6137656541473,45.0,0.12,0,0,Main Store,CASH016,SUP127,09:07:50,Regular,Online,Missing Charges,18037,0,302.4
INV18040,CUST6253,SRV003,2023-10-26,Pending,No Leakage,Sale,Cash,Tea Powder (250g),Express Delivery,Beverages,Delivery Services,4,24.0,480.0,584.0,0.0,584.0,120.0,0.05,80,0,Branch B,CASH008,SUP186,19:57:55,Wholesale,Online,No Anomaly,18040,0,584.0
INV18041,CUST5883,SRV001,2023-11-20,Failed,No Leakage,Return,Cash,Toothpaste (150g),No Service,Personal Care,No Service,10,72.0,600.0,672.0,0.0,672.0,60.0,0.12,0,0,Main Store,CASH020,SUP183,00:51:16,Wholesale,In-Store,No Anomaly,18041,0,672.0
INV18042,CUST9829,SRV003,2024-09-13,Failed,No Leakage,Sale,Cash,Biscuits (200g),Express Delivery,Snacks,Delivery Services,10,54.0,300.0,434.0,0.0,434.0,30.0,0.18,80,0,Online,CASH004,SUP120,14:26:49,Premium,In-Store,No Anomaly,18042,0,434.0
INV18043,CUST6792,SRV003,2024-01-30,Failed,No Leakage,Return,Debit Card,Cheese (200g),Express Delivery,Dairy & Eggs,Delivery Services,10,270.0,1500.0,1850.0,0.0,1850.0,150.0,0.18,80,0,Branch A,CASH007,SUP127,03:57:30,New,Online,No Anomaly,18043,0,1850.0
INV18048,CUST8917,SRV003,2023-07-03,Failed,Anomaly,Sale,Cheque,Chicken (1kg),Express Delivery,Meat & Fish,Delivery Services,7,87.5,1750.0,1917.5,750.864188031184,1166.635811968816,250.0,0.05,80,0,Main Store,CASH010,SUP174,00:06:08,Premium,Phone,Payment Status Mismatch,18048,0,1917.5
INV18051,CUST8508,SRV001,2024-01-07,Failed,No Leakage,Sale,Credit Card,Apples (1kg),No Service,Fruits,No Service,7,151.2,840.0,991.2,0.0,991.2,120.0,0.18,0,0,Branch B,CASH001,SUP153,05:21:34,Regular,In-Store,No Anomaly,18051,0,991.2
INV18053,CUST2528,SRV001,2023-09-29,Failed,No Leakage,Sale,Cash,Chips (100g),No Service,Snacks,No Service,8,28.8,160.0,188.8,0.0,188.8,20.0,0.18,0,0,Online,CASH012,SUP140,12:34:14,Wholesale,In-Store,No Anomaly,18053,0,188.8
INV18054,CUST2463,SRV001,2024-05-18,Paid,No Leakage,Return,Net Banking,Eggs (12 pack),No Service,Dairy & Eggs,No Service,1,12.6,70.0,82.6,82.6,0.0,70.0,0.18,0,0,Branch A,CASH001,SUP137,03:19:27,Regular,Online,No Anomaly,18054,0,82.6
INV18055,CUST7184,SRV003,2024-12-13,Paid,Anomaly,Sale,Debit Card,Chips (100g),Express Delivery,Snacks,Delivery Services,10,24.0,200.0,224.0,224.0,0.0,20.0,0.12,80,0,Main Store,CASH015,SUP178,20:02:12,Wholesale,In-Store,Missing Charges,18055,0,304.0
